MXRA7	HM13	0.8789861645633968
ABRAXAS1	UIMC1	0.8789311358195632
MARS1	QARS1	0.8783956838585482
RGPD6	RGPD8	0.8780646087822439
ITGA3	MCAM	0.8780091242313364
ACTN3	ACTN4	0.8777248642873944
BCLAF1	PNN	0.8775294063619045
ZNF407	NOTCH2	0.8772317246557244
RPS8	RPL13	0.8765579006873743
MRPL47	MRPL23	0.8763317556288511
RPS10	RPL13	0.8763272364703024
MRPS11	MRPS21	0.8759441858667102
PSMC5	PSMC6	0.8751322323439447
YBX3	RPS10	0.8746196531452464
TAB1	TAB3	0.8744415190222132
ATP5F1A	ATP5ME	0.8740570490955318
MRPS11	MRPS5	0.8739727135399505
GNB1	GNB2	0.8737937703986717
SF3B1	SF3B4	0.8735414261617072
ZC3H14	PNN	0.8733956144115835
MRPL23	MRPL57	0.8732659149504113
COPB2	DDOST	0.872762650511968
NDUFC2	NDUFB6	0.8723881202059824
PCDHGA4	PCDHGB5	0.8723604074348317
SMARCA4	SMARCC1	0.871347954708724
NAXE	PGLS	0.8711394983222296
NDUFB4	NDUFS2	0.8706602159543625
MRPL37	MRPL53	0.8705461172971384
PCDHGB4	PCDHGB7	0.8700471284189952
EPRS1	QARS1	0.8698623154750476
RPL37A	YBX3	0.8693332493433544
SF3B1	SF3B2	0.8691425905383061
RPL14	RPL13	0.8689071769540658
CEP43	CEP350	0.8684246054223581
DPF2	SMARCA4	0.8681763797310986
NDUFB6	NDUFS2	0.8681049108984566
SPTLC3	TUBA1B	0.8678476487182213
MRPL47	MRPL57	0.8677876143986647
RPS8	RPS10	0.8674366597929881
NOL10	AATF	0.866653811958404
MRPS26	MRPS11	0.8666196584034249
ASH2L	DPY30	0.865511862415474
PDZK1	MED27	0.8641602160764774
LPXN	PXN	0.8636912899717283
NDUFB4	NDUFB9	0.8633688108540509
RPL37A	RPS10	0.863366982247001
SF3B4	SF3B2	0.8626546126158996
RFC1	RFC2	0.861252817240961
SNRPA1	SF3B2	0.860947657566518
SAMD4A	AFDN	0.8605953968566464
KIF3C	CLK3	0.8604687738462278
PCDHGB4	PCDHGC3	0.86032142804229
SEPTIN6	SEPTIN11	0.8602462803356901
CDK8	CCNC	0.8599277695283387
TAF9B	SF3B5	0.8598802913614796
NDUFA13	NDUFS2	0.8594850207056534
HNRNPL	HNRNPU	0.859338170547757
MRPL47	MRPL19	0.8592772374249877
PCDHGA2	PCDHGA6	0.8589469617073129
MRPL57	GADD45GIP1	0.858945500388711
SH3RF3	MAP3K3	0.8588002968137626
VAPA	VAPB	0.8585312249159324
ZNF668	DDX55	0.8583523926729268
TP53BP2	AFDN	0.8583037299387879
MRPL37	MRPL57	0.8578280582957997
HSP90B1	MXRA7	0.8574297462931307
HSP90B1	SLC39A7	0.8573350890110074
NDUFC2	NDUFA7	0.8561952902149088
MRPL9	MRPL22	0.8559891855610242
CCT6A	CCT4	0.85589166813551
NDUFA13	NDUFB9	0.8558653904528326
RFC2	RFC4	0.8557306501514482
NDUFS2	NDUFB9	0.8553097770018472
LAMC1	ITGB1	0.8552806756554653
SAP30L	SAP30	0.854937540962835
SMARCA2	SMARCD1	0.8545027839410412
MRPL28	MRPL9	0.8544660993823
GADD45GIP1	MRPL22	0.8544035860689699
NONO	PSPC1	0.8543611133439113
PCDHGA2	PCDHGA4	0.8543120126297519
MRPL37	GADD45GIP1	0.8539933199531404
MRPL47	MRPL58	0.8539822358328589
RBM34	MPHOSPH10	0.8536881748285905
MRPS34	MRPS11	0.8536548477221181
TINF2	TERF2IP	0.853435747008261
MRPL47	MRPL9	0.8532728381742188
EZH2	NPAT	0.8532120849632127
AKR1C2	AKR1C4	0.8527483013725454
MRPL53	MRPL19	0.8527160184149021
PIH1D1	RPAP3	0.8525645463791814
TERF2IP	TERF2	0.8525329231560876
TPR	ZC3HC1	0.8523684063537396
PCDHGB4	PCDHGC4	0.8519105603237135
PAK4	LNX1	0.8517167953231312
PRPF19	BCAS2	0.851393281310035
MAP3K3	TESK2	0.8512894349823705
NDUFB6	NDUFB11	0.8512378130262579
EPRS1	MARS1	0.8511622407725106
YBX3	SERBP1	0.8510218510666145
MRPL19	GADD45GIP1	0.8510108819289796
SF3B2	RBM17	0.8509552543101953
SMARCD2	BCL7B	0.8506627071291857
NDUFC2	NDUFB11	0.8505647909232239
NDUFA9	MT-ND4	0.8503878878809038
MT-ND4	NDUFB4	0.8500605056688031
SLC39A7	HM13	0.8499250964392648
RPA1	XRCC6	0.8497010447212663
ZC3H8	ZNF574	0.8494969768769618
SDAD1	CCDC137	0.8494922273369621
PCDHGB4	PCDHGA11	0.849462696869511
COG4	COG7	0.8489434441224031
CDH2	CDH4	0.848779738105842
COG8	COG5	0.8487782754971003
PBRM1	DPF2	0.8486584532450258
SAP30	BCL11A	0.848022729393551
MRPL14	MRPL19	0.8476442636548364
RPL26	RPL30	0.8476107443754199
NDUFA9	NDUFB4	0.8476096179997638
BOP1	DDX27	0.8475070120089373
RPS10	SERBP1	0.8469900171586353
ZC3H18	FNBP4	0.8462867340950001
MRPL28	MRPL58	0.8462712497073654
MRPS26	MRPS21	0.8461638388179084
NLRP10	ANXA8L1	0.846035013992888
ASPH	SLC39A7	0.8458127440680923
MKI67	NPM1	0.8455308545634694
SNRPA1	SF3B1	0.845459799708573
RBM23	CLK3	0.845453854537907
POLR2B	RPAP1	0.8453895851813565
MT-ND4	NDUFS2	0.8451238827967524
PCDHGA5	PCDHGB4	0.8450240086442046
NDUFA8	NDUFB11	0.8446335432668448
FBXW2	FBXL19	0.8445354958368841
HSP90B1	GNPTG	0.8444342402830385
AKR7A2	AKR7A3	0.8443744166300474
BICRAL	SMARCC1	0.8442407367126307
RPL26L1	RPS8	0.8439108357744716
DDOST	STT3B	0.8438805729501747
MRPS11	NOA1	0.8434853360950866
NDUFA8	NDUFA13	0.8434677892656411
NDUFA9	NDUFS2	0.8434401939342734
LPXN	TRIP6	0.8432946332736465
PXN	TRIP6	0.8431719825385207
RRS1	NPM1	0.8431249366105185
NDUFB11	TMEM126B	0.8431087100657444
NDUFA8	NDUFA7	0.8429789094421367
HNRNPA3	HNRNPU	0.8424811539088876
RPL26L1	RPL30	0.8420982008757698
DCP1A	EDC3	0.8420187152294483
WASF2	ABI1	0.8419018542857862
NDUFC2	NDUFA13	0.8413353865528301
RPL14	RPL30	0.8412471355680653
PCDHGA2	PCDHGB4	0.8408661414084921
NDUFB11	NDUFS2	0.8406598049683613
TPRN	TRIML2	0.8403210817790832
NAV2	BEGAIN	0.8403113883750807
TAF9B	TAF9	0.8401809374417063
LIG3	XRCC1	0.8401593527052696
HNRNPA2B1	HNRNPU	0.8397557049182519
CDK2AP1	ZNF423	0.8397261203054228
NDUFB6	NDUFA8	0.8395904147153048
RNF2	COMMD3-BMI1	0.8393993119557789
MRPL19	MRPL22	0.8393429464422226
PCDHGB5	PCDHGB7	0.8392298408515254
YWHAB	KIF21B	0.8392115384866351
CLGN	MXRA7	0.8391967874846555
RPL37A	RPS15	0.8391151607919378
MALSU1	MRPL22	0.8390692439743733
ACTR1B	ACTR1A	0.8390593986504259
ZC3H3	WDR90	0.8389241066114285
NDUFB6	NDUFB4	0.8385830432109344
LAMTOR1	RRAGB	0.8384953802936655
PCDHGA4	PCDHGA11	0.8384879732069807
ATP5ME	ATP5PD	0.8379498680805162
PTK2	TRIP6	0.8378117310519184
SNRPB	PRPF3	0.8376568483173998
RANBP2	RGPD8	0.8376439063203531
MRPL47	MRPL53	0.8374186723572749
LPXN	LDB3	0.8371020942573252
PAK4	SAMD4A	0.8371011339229157
PCDHGC3	PCDHGA4	0.8366357851143701
SEPTIN9	SEPTIN10	0.8364896212003019
MRPL47	GADD45GIP1	0.8364825102420735
PCDHGA10	PCDHGB5	0.8364618370934244
NDUFB8	NDUFA7	0.8363437817082207
MRPL36	PGBD2	0.8356939600171989
SEPTIN9	SEPTIN7	0.8354632159193682
RBM28	TBL3	0.8354576354323203
NAT10	C12orf43	0.835378240315195
PCDHGA4	PCDHGB7	0.8352854861974051
WDR3	NOP53	0.8352464172322444
IDH1	SMS	0.8352028885695459
EXOSC5	C1D	0.8351132420554109
TP53BP2	LNX1	0.8350314145017972
SRSF11	THRAP3	0.8350162916413576
RPL30	RPL13	0.8350069977857021
SRSF11	LUC7L3	0.834724464249078
MAP2K1	GSPT1	0.8346016912204401
SIN3B	ZFPM1	0.8345566887366167
NSL1	NDC80	0.8344150533931155
JADE3	RIOX2	0.8341649940720753
MTA1	GATAD2B	0.8340626790225142
KAT5	MRGBP	0.8337938318552991
ADD3	ADD1	0.8335849267304896
NPM1	DDX47	0.8334868139927757
PCDHGA6	PCDHGB5	0.8333205213815992
TOMM5	TOMM22	0.8330202557377324
MRPL9	MALSU1	0.832895157358039
ZNF512B	GATAD2B	0.8327455882016233
NDUFB6	NDUFS1	0.8326591422769373
GSN	ACTA2	0.8325359879090775
SPIRE1	FOXO1	0.8323556072175344
COG8	COG7	0.832277353987585
CDK8	MED30	0.8322717136243396
NDUFS2	TMEM126B	0.8321224192251487
POLR2H	POLR2E	0.8320742504128882
MT-ND4	NDUFS1	0.8320435955711429
DPF2	SMARCC1	0.8317921336133953
ZNF668	SDAD1	0.8317819727918545
MRPL28	MALSU1	0.8317267779645828
MED13	CCNC	0.831691716033099
WASF2	BAIAP2	0.831529191757385
RPL37A	RPL26L1	0.8313481096993155
MRPL37	MRPL47	0.8311716644637636
SON	SRRM2	0.8311635986632212
NDUFB1	MT-ND4	0.8311498091865065
MRPL58	MRPL57	0.8311070745855431
TMEM186	METTL9	0.8310677922598929
NDUFS1	NDUFS2	0.8310259886184211
ATP5PF	ATP5PD	0.8309156761002496
NDUFA9	NDUFA7	0.8308886565156163
EEF1B2	EEF1D	0.8308832046277457
SAMD4A	LNX1	0.8308657474521983
UTP3	WDR3	0.8306808143918284
GBA2	NBEAL1	0.8305986597063991
THOC5	THOC1	0.830597891849708
NDUFS1	NDUFB11	0.8305926457916324
PRPF40A	RBM25	0.8305776297258615
RPL26L1	RPS10	0.8304128504209378
BANP	RNF20	0.830038973644772
PCDHGA6	PCDHGC3	0.8297139894785921
MOGS	RCN1	0.8296285524661706
RBBP4	ZNF521	0.8294668368464956
EPHX2	ALOX12B	0.8294630013872368
HNRNPR	HNRNPA2B1	0.82925942242696
GMEB1	GTF2I	0.8291248736403736
SON	RBM25	0.8290924876824832
AP2A2	AP2A1	0.8288934623134406
HNRNPR	HNRNPA3	0.8288142611754149
SAMD4A	TP53BP2	0.8285496759426306
RNPEP	RFK	0.8284849679695563
MRPL14	MRPL23	0.8281762379131454
BCL7B	DPF2	0.8280286391895397
SERPINB7	FCGBP	0.8278878597492526
HSPA8	HSPA1A	0.827772309696004
SEPTIN10	SEPTIN5	0.827763408597311
MAP4K3	CYLD	0.8277080422560333
KLHL22	KIF11	0.8276230962296498
MPHOSPH10	ZNF771	0.8273538666568188
NDUFA7	NDUFB9	0.8273147650902299
ZC3H14	BCLAF1	0.827301597425061
NDUFC2	NDUFAF4	0.82710446192474
AP5B1	DOP1B	0.8270055288124564
RPL37A	LARP4	0.82684138144939
MRPL23	MRPL22	0.826777630872728
RPP38	POP1	0.826637165548519
PBRM1	BCL7C	0.8266169947502695
EZH2	PWWP2A	0.8266117804116371
MRPL53	MRPL9	0.8265422063846737
SON	PNN	0.8264660690563715
HNRNPR	HNRNPU	0.8264046642271634
NCK1	ABI1	0.826155106132692
PCDHGA4	PCDHGC4	0.8259826874623136
MTA1	ZNF423	0.8257714208252549
DDX55	GNL2	0.8257409781569541
MT-ND4	NDUFA7	0.8257167695023295
PSD3	FAM110A	0.8256410876199514
MRPS36	DLD	0.8256311569323247
POP1	RPP30	0.8255072954414601
PTK2	PXN	0.8254281994665449
ATP5ME	ATP5PO	0.8253011157160258
MRPL48	MRPL50	0.8252304186396087
TUBB2A	TUBA1B	0.8251106692725464
CHFR	TUBA1B	0.8250850453154676
PCDHGA5	PCDHGA4	0.824885414889792
CANX	HM13	0.8248372701826314
TUBB2A	TUBB3	0.8248238167649871
NDUFB8	NDUFS2	0.8244738061447454
MRPL28	MRPL53	0.8242908480761229
SCEL	PLA2G4D	0.824244530821548
ERRFI1	CBL	0.8238552092900752
GATAD2A	MBD3	0.8236700484080585
ZNF827	ZNF423	0.8235495363448795
RPS10	LARP4	0.8235402835045235
NDUFS1	NDUFA7	0.8234512022683217
MRPL37	MRPL19	0.823337743775451
SNRPA1	SF3B4	0.8232570334455842
NDUFB11	NDUFB4	0.8232399806832864
ATP5F1A	ATP5MG	0.8232247785375416
MTX1	COA1	0.8229742470350615
PSMD8	PSMC3	0.8227855598662265
EIF3H	EIF3E	0.8223900612051807
EDC3	BRAF	0.8223197103548122
NDUFB8	NDUFB11	0.8221710779321968
POLR2A	POLR2G	0.822124510988219
NDUFS4	TMEM126B	0.8218594151398979
LPXN	FBXO28	0.8215133918300923
PCDHGB1	PCDHGC4	0.8214805210277382
PSMD5	PSMD8	0.821479589750677
AP3S1	AP3S2	0.8214490019271461
DNM1L	ADSS2	0.8214436368658269
MRPL14	MRPL57	0.8213817666558876
MRPL28	MRPL42	0.8213386376230631
MRPL51	GADD45GIP1	0.8213228433222802
ARID1A	ARID1B	0.8207849858172105
COL4A2	COL5A1	0.8204861397915031
CDK8	MED23	0.8204841592566059
PMPCB	PMPCA	0.820368185805406
PCDHGA2	PCDHGA10	0.8203545816336548
NDUFC2	NDUFS1	0.8203244784591608
TUBB2A	SPTLC3	0.8202082167759966
SF3B1	RBM17	0.8201978561219656
HSPA1A	HSPA2	0.8201380530401984
SCAMP1	METTL9	0.8199788087422728
RBM5	RBM10	0.8194077360041411
MTF2	ZNF827	0.8193062016661046
MRPL14	MRPL22	0.8193034440951457
ATP5IF1	ATP5ME	0.8193011052197485
MED9	MED23	0.8192758188761649
PCDHGA6	PCDHGA11	0.8192726070987242
MCAM	IL6ST	0.8192708522750242
MRPL58	MRPL22	0.8192364705043375
TOMM20	TOMM22	0.8191378367521058
RBBP7	SAP30L	0.8190587345055362
CCDC137	NOP2	0.819031649776419
SLC39A7	PTPN1	0.8188881650754685
ING1	ARID4A	0.8188032158647898
DDX47	RIOX2	0.8187511049718128
MRPL37	MRPL9	0.8184552397319477
NUF2	PMF1-BGLAP	0.8184344120648451
KPNA6	NCBP1	0.8183666235291207
NDUFA13	NDUFB4	0.8181137966537945
NDUFB1	NDUFS2	0.8181086486641184
LUC7L3	SNRPA	0.8179958090683674
H2AX	CTCF	0.817826744243096
NOL10	NAT10	0.8177868212552433
ADAM19	GDF11	0.8177734750392652
NDUFB6	NDUFB9	0.8177629406754128
P4HB	P4HA2	0.8175536825041055
ARID1A	SMARCC1	0.8175215593412178
MRPL44	MRPL10	0.8173458334579038
SHPRH	ZNF827	0.8173189606185014
MRPL42	MRPL58	0.8173164636493327
CTNNB1	CTNND1	0.8172757632909656
HAPLN3	MKLN1	0.8170023556850639
SNRPA1	BCLAF1	0.8169106552123793
HSPA8	HSPA1L	0.8167997020045624
MROH1	TMEM263	0.8167833601615545
MRPL28	MRPL22	0.8167029145675858
PBX1	MEIS2	0.8162494940458939
WASF2	NCK1	0.8162387780966973
NDUFA9	NDUFB6	0.8161048533978285
C1orf174	ZNF592	0.8160424089728651
ALOX12B	S100A16	0.8157921883357414
TP53BP2	CGN	0.8157548617228134
ARL6IP1	RTN3	0.8156662661405611
RPF1	RSL1D1	0.8156396868016712
ITGA3	CD47	0.8156003678647002
MRPL39	GADD45GIP1	0.8154782495235983
NDUFB8	NDUFB9	0.8154036177517199
MED7	MED11	0.8153910337505084
FBXL20	TUBA1B	0.8153759233141424
PMF1-BGLAP	KNL1	0.8152130756706109
SNRPB2	DDX46	0.8151842384247316
HSPA1L	HSPA2	0.8150729514466477
PSMC1	PSMD8	0.8149938810394505
HNRNPR	HNRNPDL	0.8149451305811174
RPS8	YBX3	0.8147960208619166
NDUFA7	TMEM126B	0.8146435418110521
HSF2	BCL9L	0.8145861062432167
MED30	CCNC	0.8145736059448386
MED9	CDK8	0.8145353915572024
EIF3M	EIF3D	0.8144962955479484
SEPTIN7	SEPTIN10	0.8144572607114806
POLR3B	MBD4	0.8142242209439199
PRPF19	SNRPA1	0.8141005753422836
EIF3E	EIF3K	0.8139550089006972
MRPL14	MRPL53	0.8137303900188376
NDUFB6	TMEM126B	0.8137195973300961
NDUFA7	NDUFA13	0.8136934611230907
KIF21B	FAM53B	0.8134672122109194
ZDBF2	CDC40	0.8134541257383264
KIF5A	KLC1	0.8133182416526249
FOSL1	JUND	0.8133048778571198
SMARCC2	SMARCA4	0.8132370794707695
ZYX	PXN	0.813190395838766
EIF3M	EIF3E	0.8131825691444606
MRPL53	MALSU1	0.8131508289493865
MRPL37	MRPL58	0.8130964890605359
MKI67	DDX47	0.8129849416715588
SEC24C	SEC23B	0.81289436791156
MRPS26	NOA1	0.812733800820831
HARS1	PLPBP	0.8127127743384371
SDAD1	RIOX2	0.8126592051907914
DPY19L3	TUBA1B	0.8125956879094609
PRPF40A	SON	0.8123187321672328
PBRM1	BCL7B	0.812267565267108
DCLRE1B	TERF2IP	0.812246123759275
NAT10	AATF	0.8122156524514601
XRCC6	XRCC5	0.8121125044429149
ZC3H14	SON	0.8120787126462201
HARS1	MAP2K1	0.8119478040842245
MRPL57	MRPL19	0.8118211189194068
MRPL28	MRPL57	0.81173396462154
PCDHGC4	PCDHGB5	0.8117124675249258
MET	ITGB2	0.8116430304200704
SLF1	ALKBH2	0.8114962695060708
NDUFA8	NDUFB4	0.8114661767506294
MTF2	HAT1	0.811462479304026
NPAT	PWWP2A	0.811246114850819
RPL26	RPL5	0.8111321274152443
NAXE	SEPHS1	0.8110520910507062
MRPL37	MRPL23	0.8110023374977059
DDX47	NOL12	0.8108317562388395
ATP5ME	ATP5MG	0.8106907393368262
NARS2	C1QTNF1	0.8106279364875443
MGME1	ACAA2	0.8104984137165707
POLR3F	POLR2L	0.8104964315913645
FBXL20	SPTLC3	0.8104082629713861
MTF2	BCL11A	0.810376624173065
ZDHHC18	TUBA1B	0.810237512921395
ZNF668	ESF1	0.8101344924989248
NDUFV3	TMEM126B	0.8100884469778806
NDUFA7	NDUFB4	0.8100205410797721
NKTR	ACIN1	0.8099799928041531
SAP30L	HDAC2	0.8099583046054701
PCDHGB1	PCDHGB7	0.8098996051670388
RPL14	RPS10	0.8097540115785329
NDUFC2	NDUFB8	0.8097281645540827
NIF3L1	ACOX3	0.8097166575262756
PAK6	RFX7	0.8096254776598664
DNAJC17	TSSC4	0.8096228437069551
NDUFC2	NDUFB9	0.809560242107192
MRPL12	MRPL40	0.8095159808250603
ZNF574	FCF1	0.8093920923487494
PCDHGA2	PCDHGB1	0.8093773377296205
SLITRK3	SLC25A13	0.8091950270263545
MRPS26	MRPS34	0.8089508942960618
NDUFB1	NDUFB4	0.8089273459806362
PCDHGB1	PCDHGC3	0.8088063638768567
NDUFA13	NDUFV1	0.8087600518682075
NDUFB8	NDUFB4	0.8087320672792216
RPL37A	RPL26	0.8087239977049981
RRS1	DDX47	0.8085585988994453
LPP	TRIP6	0.8084143574802363
BCAP31	PTPN1	0.8084140439945995
LPXN	ZYX	0.8081875696690589
PRSS12	PLAT	0.8081718736641821
MRPL57	MRPL9	0.8081266049876558
EMC8	GLUD2	0.808126059867015
MED29	MED14	0.8079163460956001
HNRNPDL	HNRNPU	0.8077489420037864
NDUFAF4	NDUFS2	0.8076972601996548
CCT2	CCT7	0.8076509445569184
EPHX2	THOP1	0.8075438591488565
ZNHIT1	RUVBL1	0.8074486912511373
NDUFB4	NDUFV1	0.8074357847865248
LIN37	MYBL2	0.807409145678965
NEXN	GSN	0.8073835328599321
LDB3	PXN	0.8072548641868349
RPL37A	SERBP1	0.8071653426161479
LAMTOR1	LAMTOR4	0.8069621174216686
RPS10	RPL26	0.8069212499892318
DDX10	RIOX2	0.8068685855981103
PBRM1	SMARCC1	0.8068213376482377
NOP53	CCDC137	0.8067961985652883
CHFR	RPL6	0.8067896622328783
NDUFA8	NDUFB9	0.8067504726411346
OAT	GPT2	0.8067434414602217
NOL10	C12orf43	0.806677899516477
DDX55	DDX10	0.8066200799778683
NDUFS1	NDUFV2	0.8066023028663963
SGF29	SUPT20H	0.8065649114680946
CLGN	RCN1	0.8065439330553825
PSD3	SH3BP5L	0.8065138092589101
MTA1	BCL11A	0.806333869250388
KIF11	DCTN1	0.8062903421737359
SWSAP1	SPIDR	0.8061951228312787
ATP5PD	ATP5PO	0.8061550089929483
GLUD1	EMC8	0.8061057668467199
SDAD1	NOL12	0.8059687877991307
MOXD1	MET	0.8057920918743167
LAMTOR5	LAMTOR2	0.8056778353321645
DDAH1	GLRX	0.8056661601578945
RPS8	RPL26	0.8055710327757538
DPYSL2	DPYSL3	0.80545909509873
NDUFA8	NDUFB8	0.8052918549305816
MED19	MED11	0.8052379345987138
MT-ND4	NDUFV1	0.8051238517708489
RBBP4	MBD2	0.8051200887396863
DDX47	SDAD1	0.8051185371754032
MRPS36	DHTKD1	0.8050383947204619
PCDHGA5	PCDHGA6	0.8049950968248081
PSMC2	PSMA4	0.8049264425479996
SMARCAL1	ALKBH2	0.8048457500107062
BRD1	RBM8A	0.8047168031942886
LDB3	TRIP6	0.804694157568795
TUBB2A	TUBA4A	0.804644449806282
HSPA1L	HSPA1A	0.8046221525207111
PGM2	CLK3	0.8046124050096906
DDX55	SDAD1	0.8045765595256422
ATP5F1A	ATP5PF	0.804529140540374
ASPH	CLGN	0.804496987485324
EDC3	KCTD8	0.8044631579981547
SURF6	RIOX2	0.8043357169563674
TMEM39B	SLC7A11	0.8042684854618717
MRPL58	MRPL53	0.8042631355234044
UBQLN2	DDAH1	0.8042201994227641
AKR1C2	AKR1C1	0.8041474395013145
CTBP1	LCOR	0.8041354938372736
SAP30	MBD3	0.8041304201871438
RBM26	RBM8A	0.8041288516959502
MED28	MED18	0.8039892342560091
MRPL28	MRPL19	0.80393528843094
NDUFB8	NDUFA13	0.8039331526079209
SNX1	SNX6	0.8039312394801906
RANGAP1	RGPD6	0.8038992338050347
UTP3	TBL3	0.8038729975512215
WASF2	BAIAP2L1	0.8038638826303436
OFD1	FBXL20	0.8038533150014218
MRPL37	MALSU1	0.8037640383217504
SMARCD2	NUP50	0.8036494645238966
BCL7B	SMARCA4	0.8035529438570027
BICRAL	SMARCA4	0.8035067456652754
RRP7A	ZNF593	0.8034961588664306
HMGA1	NUSAP1	0.8033892955504054
SDAD1	TBL3	0.8033111643066762
CHFR	SPTLC3	0.8031463988505572
SON	SART1	0.8031378469674894
STAM2	HGS	0.8031214158271769
NDUFA9	TMEM126B	0.8030922577265363
ZDHHC18	DPY19L3	0.8030704891529713
TOMM20	TOMM5	0.8030342587131157
PCDHGA10	PCDHGA9	0.8029514800034289
GATAD2B	CDK2AP1	0.8029115199700808
LIN37	CCNE1	0.8027240436582165
NDUFS2	NDUFV1	0.8025815782731792
FAM110A	PAK6	0.8025042196877451
WASHC2C	WASHC2A	0.8024656741603878
MRPL50	MRPL14	0.8023608308548884
ESF1	RRP36	0.8023498893212463
MTA1	SAP30	0.8023247622593289
RPS8	LARP4	0.8022911053571915
SMCR8	ZRANB3	0.8022077142686606
